CONCISE NET LIST - 1  
UNNAMED_4_8RES_I104_A_5  U1               43       FCT164245TSOIC-437-726-00,DTG
UNNAMED_4_8RES_I104_A_6  RN1              8        8RES-636-413-04,DTG
UNNAMED_4_8RES_I104_A_6  U1               37       FCT164245TSOIC-437-726-00,DTG
UNNAMED_4_8RES_I104_A_7  RN1              1        8RES-636-413-04,DTG
UNNAMED_4_8RES_I104_A_7  U1               47       FCT164245TSOIC-437-726-00,DTG
UNNAMED_4_8RES_I105_A    RN2              5        8RES-636-413-04,DTG
UNNAMED_4_8RES_I105_A    U1               30       FCT164245TSOIC-437-726-00,DTG
UNNAMED_4_8RES_I105_A_1  RN2              3        8RES-636-413-04,DTG
UNNAMED_4_8RES_I105_A_1  U1               33       FCT164245TSOIC-437-726-00,DTG
UNNAMED_4_8RES_I105_A_2  RN2              6        8RES-636-413-04,DTG
UNNAMED_4_8RES_I105_A_2  U1               29       FCT164245TSOIC-437-726-00,DTG
UNNAMED_4_8RES_I105_A_3  RN2              4        8RES-636-413-04,DTG
UNNAMED_4_8RES_I105_A_3  U1               32       FCT164245TSOIC-437-726-00,DTG
